word,pos_tag,spoken_frequency_zipf,log_phonotactic_probability,lexical_competition_risk,phonetic_instability,cluster_label
search,NOUN,4.96,-6.900471867535878,15.07,0,3
subject,NOUN,4.96,-5.519200973461402,0.0,2,1
train,NOUN,4.96,-5.4973733663331865,19.35,0,0
wide,ADJ,4.96,-6.7269265024971645,75.25,1,4
wow,NOUN,4.96,-10.197858613138706,6.01,0,3
author,NOUN,4.95,-8.61370409179708,9.54,0,3
centre,NOUN,4.95,-5.017006044299516,24.04,0,0
claim,NOUN,4.95,-6.261678741815205,19.63,0,3
dad,NOUN,4.95,-7.133677687746783,49.76,1,4
developed,NOUN,4.95,-5.629792509465027,4.75,2,1
fear,NOUN,4.95,-6.2267717769231,44.870000000000005,0,4
fit,NOUN,4.95,-5.777505444009936,60.040000000000006,1,4
generally,ADV,4.95,-4.941299081557589,5.47,1,0
german,ADJ,4.95,-4.727159304823628,4.9,1,0
global,ADJ,4.95,-5.281651024806879,0.0,1,0
goals,NOUN,4.95,-6.409255304906783,20.62,1,3
gotta,NOUN,4.95,-5.7233629266351445,15.669999999999998,1,0
hotel,NOUN,4.95,-6.321024727126682,0.0,0,3
interested,ADJ,4.95,-4.491470141072176,0.0,4,1
judge,NOUN,4.95,-6.2975658841435145,0.0,0,3
lady,NOUN,4.95,-6.228083484990285,9.2,0,3
leader,NOUN,4.95,-5.604698515432302,9.46,0,0
letter,NOUN,4.95,-5.657816294177871,30.58,0,0
lines,NOUN,4.95,-5.813053961534876,19.44,1,0
material,NOUN,4.95,-4.777213148981372,4.78,2,1
named,VERB,4.95,-7.149368346580008,10.52,1,3
nobody,NOUN,4.95,-6.011234694931625,0.0,0,0
opportunity,NOUN,4.95,-5.754345509432429,4.61,1,0
pre,NOUN,4.95,-4.854125256885697,20.55,0,0
product,NOUN,4.95,-5.692809894201016,5.04,2,1
regular,ADJ,4.95,-5.270097324123315,0.0,1,0
secretary,NOUN,4.95,-5.183545080876484,0.0,1,0
sister,NOUN,4.95,-4.706078405619635,5.69,0,0
stories,NOUN,4.95,-4.942965898016645,10.08,1,0
unit,NOUN,4.95,-5.727882562823845,4.77,2,1
workers,NOUN,4.95,-6.0573693344957,0.0,1,0
annual,ADJ,4.94,-5.125495792029396,0.0,1,0
anymore,ADV,4.94,-5.659178201976495,0.0,0,0
bar,NOUN,4.94,-5.758145739743124,44.61000000000001,0,4
battle,NOUN,4.94,-4.911482053772417,4.57,1,0
brain,NOUN,4.94,-5.925440879346815,19.86,0,3
contract,NOUN,4.94,-4.699124884871897,4.99,2,1
degree,NOUN,4.94,-5.200076938662507,4.54,0,0
families,NOUN,4.94,-5.956765580119084,5.66,2,1
features,NOUN,4.94,-6.326215865359012,9.56,1,3
finished,VERB,4.94,-5.026328795426136,4.91,1,0
floor,NOUN,4.94,-5.746741125201062,0.0,0,0
france,NOUN,4.94,-5.341924485930381,0.0,1,0
growing,VERB,4.94,-5.223276686644311,5.94,0,0
hurt,NOUN,4.94,-7.064163505150615,39.46,1,3
image,NOUN,4.94,-5.919259241018754,0.0,1,0
insurance,NOUN,4.94,-4.620687966366453,0.0,2,1
majority,NOUN,4.94,-5.260301224753465,0.0,2,1
meant,NOUN,4.94,-5.04311716434151,41.05,1,0
opening,NOUN,4.94,-4.594382581983558,0.0,1,0
opinion,NOUN,4.94,-4.550935820792403,0.0,2,1
physical,ADJ,4.94,-4.960747161486268,0.0,1,0
pro,NOUN,4.94,-5.509569403019507,19.28,0,0
reach,NOUN,4.94,-5.242612119154305,24.950000000000003,0,0
rule,NOUN,4.94,-6.7491886495427975,49.56,0,4
seriously,ADV,4.94,-5.17821169696201,0.0,1,0
sports,NOUN,4.94,-5.458734975954336,4.73,1,0
stupid,ADJ,4.94,-5.369274308416225,0.0,2,1
successful,ADJ,4.94,-5.225078057286989,0.0,2,1
active,ADJ,4.93,-5.23238918643393,4.82,1,0
administration,NOUN,4.93,-4.728036368975604,0.0,2,1
approach,NOUN,4.93,-5.901419110867999,0.0,1,0
australian,ADJ,4.93,-4.878865201650649,5.06,2,1
biggest,ADJ,4.93,-5.1484243089734205,0.0,2,1
cancer,NOUN,4.93,-5.434077526745121,5.17,0,0
civil,ADJ,4.93,-4.956105916478784,0.0,1,0
dance,NOUN,4.93,-5.367097403542998,9.77,1,0
defense,NOUN,4.93,-5.374753585427461,4.47,1,0
direction,NOUN,4.93,-5.242025883939954,0.0,1,0
independent,ADJ,4.93,-4.613824526999001,4.58,2,1
master,NOUN,4.93,-5.044441333092039,15.71,0,0
none,NOUN,4.93,-4.085739690548778,46.88,0,0
reasons,NOUN,4.93,-4.662029468101808,14.37,2,1
russia,NOUN,4.93,-5.1364893756934,9.49,1,0
ship,NOUN,4.93,-6.477194387535331,28.64,1,3
stock,NOUN,4.93,-5.167052290079033,20.15,1,0
trump,NOUN,4.93,-5.039995106137663,0.0,1,0
weekend,NOUN,4.93,-4.953025565447492,0.0,1,0
wonder,NOUN,4.93,-4.644247869370618,0.0,0,0
worst,ADJ,4.93,-5.148889249056186,26.26,1,0
africa,NOUN,4.92,-5.236409803347071,4.82,2,1
awesome,NOUN,4.92,-5.411983388746732,0.0,1,0
band,NOUN,4.92,-5.217677913885291,34.59,1,0
beach,NOUN,4.92,-7.362184816443029,24.730000000000004,0,3
cash,NOUN,4.92,-6.52790203918378,18.71,0,3
clearly,ADV,4.92,-5.544688603981551,0.0,0,0
commercial,ADJ,4.92,-4.969199248144176,0.0,2,1
compared,VERB,4.92,-5.348646914961647,0.0,2,1
effort,NOUN,4.92,-6.913391130600767,4.77,1,3
ended,VERB,4.92,-4.994304864377833,0.0,2,1
fan,NOUN,4.92,-5.524635952955894,55.21,0,4
fighting,VERB,4.92,-4.896208551160965,5.07,0,0
imagine,NOUN,4.92,-4.974708943709733,0.0,1,0
impact,NOUN,4.92,-5.804845570796164,0.0,1,0
lack,NOUN,4.92,-5.8153052715616775,45.7,1,4
latest,ADJ,4.92,-4.819031946704061,0.0,2,1
learning,VERB,4.92,-5.152279506831329,9.21,0,0
multiple,NOUN,4.92,-4.809434330160377,0.0,2,1
older,ADJ,4.92,-6.130253163318772,10.25,0,3
operation,NOUN,4.92,-4.928565104692025,4.87,1,0
organization,NOUN,4.92,-4.780531223499164,4.67,3,1
passed,VERB,4.92,-5.084027291851598,30.75,1,0
pictures,NOUN,4.92,-5.727169839453214,5.13,1,0
protect,NOUN,4.92,-5.194932601400464,0.0,2,1
secret,NOUN,4.92,-5.533313381623739,0.0,2,1
senior,ADJ,4.92,-6.393507517414888,0.0,0,3
spring,NOUN,4.92,-4.796490510515037,0.0,1,0
sunday,NOUN,4.92,-4.5314263515530335,0.0,0,0
telling,VERB,4.92,-4.972331347198616,4.81,0,0
wear,NOUN,4.92,-5.837412157825367,75.15000000000002,0,4
activities,NOUN,4.91,-5.457552282561114,4.86,2,1
address,NOUN,4.91,-5.667270233797074,0.0,1,0
analysis,NOUN,4.91,-4.72089197247891,0.0,4,1
anyway,ADV,4.91,-5.970411721243654,0.0,0,0
bought,NOUN,4.91,-7.286865741807624,65.61,1,4
calls,NOUN,4.91,-6.370420157576116,24.87,1,3
choose,NOUN,4.91,-7.264430222920869,28.78,1,3
christmas,NOUN,4.91,-5.052137207208779,0.0,2,1
color,NOUN,4.91,-6.5208479732862425,19.04,0,3
commission,NOUN,4.91,-4.687004080212227,0.0,2,1
competition,NOUN,4.91,-4.911927710192286,0.0,2,1
details,NOUN,4.91,-6.23387247060365,9.08,1,3
direct,ADJ,4.91,-5.434114180445545,9.94,1,0
dream,NOUN,4.91,-5.45485656327873,9.21,0,0
easily,ADV,4.91,-4.8943413666113145,0.0,1,0
finish,NOUN,4.91,-4.812690173276727,4.94,0,0
grand,ADJ,4.91,-5.218536231543187,14.65,1,0
increased,VERB,4.91,-4.704791646019672,5.08,2,1
indian,ADJ,4.91,-4.351366303415915,5.04,1,0
k,NOUN,4.91,-6.387492327213571,99.09,0,4
literally,ADV,4.91,-4.747828819725671,0.0,1,0
luck,NOUN,4.91,-5.239388299018749,36.05,1,0
marriage,NOUN,4.91,-5.493216085297,0.0,0,0
names,NOUN,4.91,-6.922808004941766,21.11,1,3
necessary,ADJ,4.91,-5.209934763452115,0.0,1,0
patients,NOUN,4.91,-4.739474448628288,9.25,2,1
resources,NOUN,4.91,-5.396470583956512,0.0,1,0
rich,ADJ,4.91,-5.422237948467514,19.01,0,0
skin,NOUN,4.91,-4.627813624570375,0.0,0,0
speaking,VERB,4.91,-5.342313142187624,4.58,0,0
supposed,VERB,4.91,-6.023207051893356,9.07,2,1
sweet,NOUN,4.91,-6.839218511494803,4.82,1,3
thus,ADV,4.91,-5.355308970772072,4.83,1,0
touch,NOUN,4.91,-5.487197181783255,15.44,0,0
yesterday,NOUN,4.91,-5.324035254553666,0.0,0,0
caught,NOUN,4.9,-6.969024483497371,62.13,1,4
closed,VERB,4.9,-6.445412166715514,0.0,1,3
congress,NOUN,4.9,-5.431179269045382,0.0,3,1
damage,NOUN,4.9,-6.2833313633991015,0.0,1,3
directly,ADV,4.9,-5.668992717551773,0.0,1,0
disease,NOUN,4.9,-5.556269777569128,0.0,1,0
doctor,NOUN,4.9,-5.863563977855916,4.55,0,0
doubt,NOUN,4.9,-7.195890787553872,9.91,1,3
drink,NOUN,4.9,-4.988935937317489,4.61,1,0
driving,VERB,4.9,-5.460048371245982,0.0,0,0
established,VERB,4.9,-5.600001005035632,4.46,1,0
feels,NOUN,4.9,-6.490394538627585,33.72,1,3
fish,NOUN,4.9,-6.187494029680645,19.72,0,3
gay,NOUN,4.9,-7.280080625503023,94.48,0,4
germany,NOUN,4.9,-4.895129516090591,4.95,1,0
glad,NOUN,4.9,-6.425730444821872,4.85,1,3
greater,ADJ,4.9,-5.330479053356433,5.88,0,0
grow,NOUN,4.9,-5.88370132027386,39.27,0,4
largest,ADJ,4.9,-5.201579116013198,0.0,2,1
machine,NOUN,4.9,-6.059691997318838,4.46,1,0
notice,NOUN,4.9,-5.152950292747848,14.16,2,1
overall,ADJ,4.9,-6.617229752978793,0.0,0,3
planning,NOUN,4.9,-5.0299297405382015,0.0,0,0
professor,NOUN,4.9,-5.515593166834363,0.0,1,0
programs,NOUN,4.9,-5.951059919673253,9.84,1,0
records,NOUN,4.9,-5.301361996734262,5.21,2,1
reports,NOUN,4.9,-5.338039965624991,0.0,1,0
shown,VERB,4.9,-7.173375839431401,44.82,0,4
sit,NOUN,4.9,-5.328077849125693,70.2,1,4
trip,NOUN,4.9,-5.188700920224714,9.03,1,0
associated,VERB,4.89,-5.586866481439168,0.0,3,1
basic,ADJ,4.89,-5.39144413173783,0.0,1,0
captain,NOUN,4.89,-4.824505995959473,0.0,1,0
carry,NOUN,4.89,-5.267183106962276,4.77,0,0
cars,NOUN,4.89,-6.320596588992774,20.6,1,3
crime,NOUN,4.89,-6.262223952363855,14.02,0,3
effective,ADJ,4.89,-5.540722741419134,0.0,1,0
effects,NOUN,4.89,-5.7470010887763054,5.02,1,0
explain,NOUN,4.89,-5.495732256789647,4.59,1,0
fully,ADV,4.89,-5.9771199249146605,5.54,0,0
highly,ADV,4.89,-5.858749988001142,4.88,0,0
holding,VERB,4.89,-5.184333538750891,0.0,0,0
japan,NOUN,4.89,-5.693884620427432,0.0,1,0
laws,NOUN,4.89,-7.45700992936791,26.15,1,3
male,NOUN,4.89,-6.778764177899833,60.36,0,4
mrs,NOUN,4.89,-5.1400170227835895,5.05,1,0
parties,NOUN,4.89,-5.658466911355618,5.49,1,0
plant,NOUN,4.89,-5.162661232785514,24.380000000000003,1,0
reality,NOUN,4.89,-5.263979709979919,0.0,1,0
smith,NOUN,4.89,-6.44313486326529,0.0,1,3
spot,NOUN,4.89,-6.12977534290583,4.72,1,3
texas,NOUN,4.89,-5.173753815077789,0.0,2,1
winter,NOUN,4.89,-4.525461072412417,4.8,0,0
worse,ADJ,4.89,-6.460182603057293,31.44,1,3
advice,NOUN,4.88,-6.52525178251132,0.0,1,3
agreement,NOUN,4.88,-4.76080930632687,0.0,3,1
award,NOUN,4.88,-5.790370304990744,9.28,2,1
block,NOUN,4.88,-6.414926633677806,9.97,1,3
broken,NOUN,4.88,-4.795927624991692,0.0,1,0
caused,VERB,4.88,-7.125923726673603,10.39,1,3
challenge,NOUN,4.88,-4.893553837822476,0.0,1,0
characters,NOUN,4.88,-5.316676875640376,0.0,1,0
christian,NOUN,4.88,-4.857514716070301,0.0,1,0
comment,NOUN,4.88,-5.332501026978169,4.87,1,0
equipment,NOUN,4.88,-4.920111094299673,0.0,2,1
eventually,ADV,4.88,-5.114307236197182,0.0,2,1
helped,VERB,4.88,-6.601109166043948,10.49,1,3
holy,NOUN,4.88,-5.758148907352418,20.2,0,0
killing,VERB,4.88,-4.96808167969546,9.68,0,0
lived,VERB,4.88,-5.707968222689557,15.329999999999998,1,0
lots,NOUN,4.88,-5.828403964330834,19.39,1,0
nation,NOUN,4.88,-4.619303593720757,4.8,1,0
otherwise,ADV,4.88,-7.0880548813044575,0.0,1,3
peter,NOUN,4.88,-5.7512892627051775,0.0,0,0
prices,NOUN,4.88,-5.642572612361682,0.0,2,1
primary,NOUN,4.88,-5.4912057561934695,0.0,0,0
purpose,NOUN,4.88,-5.54468604523595,4.71,2,1
rates,NOUN,4.88,-5.206099234928724,19.95,1,0
responsible,ADJ,4.88,-5.121482500819536,0.0,2,1
shop,NOUN,4.88,-7.185592636718994,34.25,1,3
showing,VERB,4.88,-5.225535416029677,10.7,0,0
sick,NOUN,4.88,-5.023588323540068,42.36,1,0
teacher,NOUN,4.88,-6.365593792106294,14.23,0,3
theory,NOUN,4.88,-7.305936975644043,0.0,0,3
uses,NOUN,4.88,-5.921475904898632,0.0,2,1
william,NOUN,4.88,-5.526272474859469,4.67,1,0
agency,NOUN,4.87,-4.87313721667854,4.54,1,0
avoid,NOUN,4.87,-7.611761202876958,0.0,2,3
camera,NOUN,4.87,-5.661453136749006,0.0,1,0
catch,NOUN,4.87,-6.607413677583602,24.3,0,3
cell,NOUN,4.87,-5.900567728233375,77.22,0,4
coast,NOUN,4.87,-5.176535226867207,20.23,1,0
comments,NOUN,4.87,-5.281631355564852,4.88,1,0
drug,NOUN,4.87,-5.444263793484849,4.77,1,0
economy,NOUN,4.87,-5.588800692181828,0.0,1,0
environment,NOUN,4.87,-4.532869989734158,0.0,3,1
executive,NOUN,4.87,-5.496617097192198,0.0,2,1
foot,NOUN,4.87,-8.61370409179708,35.71,1,3
hall,NOUN,4.87,-7.058740972666239,54.83999999999999,0,4
mass,NOUN,4.87,-5.988197888451902,54.51,1,4
meaning,NOUN,4.87,-5.153621528920155,9.71,0,0
mission,NOUN,4.87,-4.592817791905089,4.59,1,0
officers,NOUN,4.87,-5.5621527125255374,9.510000000000002,2,1
operations,NOUN,4.87,-4.978914268039548,4.92,2,1
politics,NOUN,4.87,-5.088810371876736,0.0,2,1
pop,NOUN,4.87,-6.52790203918378,14.91,1,3
produced,VERB,4.87,-5.141518766985168,9.42,2,1
ran,NOUN,4.87,-5.163068200142045,39.75,0,0
saturday,NOUN,4.87,-5.520828617806067,0.0,0,0
status,NOUN,4.87,-4.830398408720602,0.0,2,1
therefore,ADV,4.87,-5.908764450345608,0.0,0,0
trial,NOUN,4.87,-5.7887653649622255,0.0,1,0
truly,ADV,4.87,-5.533234960667596,0.0,0,0
weather,NOUN,4.87,-7.386113712610626,0.0,0,3
activity,NOUN,4.86,-5.418730608165492,4.91,1,0
app,NOUN,4.86,-6.656895398436847,33.74999999999999,1,3
application,NOUN,4.86,-4.992360303631515,4.64,2,1
claims,NOUN,4.86,-6.3805977497955295,9.59,1,3
coffee,NOUN,4.86,-7.165309132053062,4.77,0,3
complex,ADJ,4.86,-5.35996726377973,0.0,2,1
condition,NOUN,4.86,-4.385786494095067,4.98,2,1
division,NOUN,4.86,-5.014899372369944,5.09,1,0
evening,VERB,4.86,-5.233406414771366,0.0,0,0
flight,NOUN,4.86,-6.23969003679001,20.03,1,3
freedom,NOUN,4.86,-5.329805969658049,0.0,1,0
heat,NOUN,4.86,-6.927019651163595,64.72,1,4
highest,ADJ,4.86,-5.065984169667969,0.0,2,1
interview,NOUN,4.86,-4.89123756276287,0.0,0,0
library,NOUN,4.86,-5.519457925192064,0.0,0,0
located,VERB,4.86,-5.581771057883265,0.0,2,1
location,NOUN,4.86,-4.955078078156404,4.46,1,0
murder,NOUN,4.86,-6.271490667957738,0.0,0,3
offered,VERB,4.86,-6.714906000301528,9.79,1,3
putting,VERB,4.86,-4.994648762368977,4.61,0,0
queen,NOUN,4.86,-6.470823804077852,4.97,0,3
seconds,NOUN,4.86,-4.667234969339497,5.63,2,1
showed,VERB,4.86,-7.607584736306005,35.34,1,3
sitting,VERB,4.86,-4.69838256771027,13.82,0,0
standing,VERB,4.86,-4.7119049788657525,0.0,0,0
stars,NOUN,4.86,-5.0118655505514855,15.38,1,0
walking,VERB,4.86,-5.359422853961803,10.74,0,0
accept,NOUN,4.85,-5.792354705508329,0.0,1,0
actual,ADJ,4.85,-4.902353250260946,5.49,2,1
appear,VERB,4.85,-6.0806236834278,9.67,1,0
attempt,NOUN,4.85,-5.69785805871626,4.5,2,1
broke,NOUN,4.85,-6.232817894947104,5.18,1,3
channel,NOUN,4.85,-4.832656905216606,4.55,1,0
distance,NOUN,4.85,-4.407808139892709,0.0,2,1
eating,VERB,4.85,-4.659535562813429,5.15,0,0
exchange,NOUN,4.85,-5.852426344830386,0.0,1,0
fat,NOUN,4.85,-6.594851465660364,67.77999999999999,1,4
fell,VERB,4.85,-6.276706931354046,90.57,0,4
finding,VERB,4.85,-4.99678120668688,4.63,0,0
glass,NOUN,4.85,-6.105363635063649,15.27,1,3
learned,VERB,4.85,-5.746418613742065,20.03,1,0
losing,VERB,4.85,-5.303595270210085,5.47,0,0
mobile,NOUN,4.85,-5.130128541331139,0.0,1,0
northern,ADJ,4.85,-6.318697200446756,0.0,0,3
opened,VERB,4.85,-4.660683953001361,5.48,2,1
placed,VERB,4.85,-5.114768230204935,10.26,1,0
powerful,ADJ,4.85,-5.476234238225908,0.0,1,0
prior,ADV,4.85,-5.953733404352504,19.12,0,3
protection,NOUN,4.85,-4.814650012608446,0.0,2,1
reached,VERB,4.85,-5.621424909871431,4.94,1,0
receive,NOUN,4.85,-5.566162825353076,5.16,2,1
religious,ADJ,4.85,-5.261981580027468,4.74,2,1
ride,NOUN,4.85,-6.321453048641367,80.02,1,4
robert,NOUN,4.85,-6.610291206675739,0.0,1,3
royal,NOUN,4.85,-5.110429662864771,0.0,1,0
screen,NOUN,4.85,-5.345985660249538,0.0,1,0
serve,NOUN,4.85,-6.696303814497755,24.43,1,3
signed,VERB,4.85,-5.639310205713258,47.01,1,4
slow,VERB,4.85,-6.460182603057293,19.26,0,3
species,NOUN,4.85,-6.337476542878461,0.0,1,3
speech,NOUN,4.85,-6.327810391717001,10.03,0,3
traffic,NOUN,4.85,-5.474899425814785,0.0,1,0
tree,NOUN,4.85,-4.787510142951328,35.65,0,0
types,NOUN,4.85,-6.838247873223984,9.85,1,3
vs,NOUN,4.85,-6.448351378903018,0.0,2,1
wearing,VERB,4.85,-4.897142782923728,9.49,0,0
wonderful,NOUN,4.85,-4.778794077374852,0.0,1,0
agreed,VERB,4.84,-5.4973733663331865,4.97,2,1
airport,NOUN,4.84,-5.70324062148515,0.0,1,0
animals,NOUN,4.84,-4.842578750524501,4.81,3,1
appears,VERB,4.84,-5.7483615180541685,9.68,2,1
begin,NOUN,4.84,-4.961410938487285,9.69,0,0
benefits,NOUN,4.84,-5.473735606161302,4.82,2,1
bottom,NOUN,4.84,-5.474529623177814,4.57,1,0
cities,NOUN,4.84,-5.483081904993131,10.96,1,0
demand,NOUN,4.84,-5.2104878243468615,0.0,1,0
engine,NOUN,4.84,-4.2996698066434655,0.0,1,0
everybody,NOUN,4.84,-6.105296398982054,0.0,0,3
famous,ADJ,4.84,-5.468071821203343,0.0,2,1
ideas,NOUN,4.84,-6.017073679574411,5.36,2,1
investment,NOUN,4.84,-4.624046222701946,0.0,3,1
keeping,VERB,4.84,-5.311743089586533,0.0,0,0
lie,NOUN,4.84,-5.998146823871904,97.51,0,4
notes,NOUN,4.84,-5.865293676787684,19.05,1,0
partner,NOUN,4.84,-5.970533145352755,4.56,1,0
plays,NOUN,4.84,-6.195075115319877,41.97,1,4
raised,VERB,4.84,-6.234397625804176,4.75,1,3
runs,NOUN,4.84,-4.277541942437443,24.18,1,0
sad,NOUN,4.84,-6.927019651163595,50.83,1,4
solution,NOUN,4.84,-4.601182148790235,4.5,2,1
songs,NOUN,4.84,-7.502850587068832,5.26,1,3
sources,NOUN,4.84,-5.590186860692108,4.46,2,1
southern,ADJ,4.84,-6.219339272798093,0.0,0,3
square,NOUN,4.84,-5.85702806420127,4.51,1,0
stopped,VERB,4.84,-5.392127072626307,11.079999999999998,1,0
structure,NOUN,4.84,-5.131048535713711,4.48,1,0
thomas,NOUN,4.84,-5.366709704105875,0.0,2,1
traditional,ADJ,4.84,-4.616726706072841,0.0,3,1
twice,ADV,4.84,-7.418347596632783,0.0,1,3
wind,NOUN,4.84,-4.482014939863353,35.97,1,0
worry,NOUN,4.84,-6.71022496390223,25.9,0,3
americans,NOUN,4.83,-4.746590903370131,5.49,4,1
appeared,VERB,4.83,-5.927573735689069,9.69,2,1
becomes,NOUN,4.83,-5.283606109682344,5.4,1,0
brand,NOUN,4.83,-5.250424747909256,14.41,1,0
bus,NOUN,4.83,-4.982917019538579,14.72,1,0
cent,NOUN,4.83,-5.00953739700589,50.87,1,4
chicago,NOUN,4.83,-5.770614824608687,0.0,1,0
count,NOUN,4.83,-5.461168115797779,19.43,1,0
covered,VERB,4.83,-5.639163956718459,9.59,1,0
critical,ADJ,4.83,-4.74763277182016,0.0,1,0
digital,NOUN,4.83,-4.995756533867787,0.0,2,1
forced,VERB,4.83,-5.063158291627313,9.93,1,0
fourth,ADJ,4.83,-5.851167095969326,20.38,1,0
fresh,ADJ,4.83,-6.166075110176796,0.0,0,3
lake,NOUN,4.83,-6.3249141564730325,65.2,1,4
mental,NOUN,4.83,-4.705821805918183,4.82,1,0
mentioned,VERB,4.83,-4.752733278360986,4.73,2,1
missed,VERB,4.83,-4.678282961206908,26.51,1,0
mostly,ADV,4.83,-5.299516084723677,0.0,1,0
mouth,NOUN,4.83,-9.058392115704123,5.4,1,3
owner,NOUN,4.83,-6.403301915007176,18.6,0,3
photos,NOUN,4.83,-6.920708814944719,4.97,1,3
previously,ADV,4.83,-5.320828859510135,0.0,1,0
realize,VERB,4.83,-5.480657323511274,4.59,1,0
remain,NOUN,4.83,-5.629823156408066,9.42,0,0
scale,NOUN,4.83,-6.143171548484343,10.7,0,3
score,NOUN,4.83,-5.539405971517123,14.38,0,0
separate,ADJ,4.83,-5.238044806698143,0.0,1,0
smart,NOUN,4.83,-5.873994449300429,5.56,1,0
starts,NOUN,4.83,-5.094133214147008,5.56,1,0
surface,NOUN,4.83,-5.676744322313216,5.49,2,1
throw,NOUN,4.83,-6.442481568185111,18.9,0,3
tom,NOUN,4.83,-6.595985655001296,41.53,0,4
totally,ADV,4.83,-4.954696456971088,5.21,1,0
views,NOUN,4.83,-6.476856369617162,5.19,1,3
wedding,NOUN,4.83,-5.0311645853487486,14.47,0,0
acting,VERB,4.82,-4.762676991309468,4.93,0,0
actions,NOUN,4.82,-4.737559374033837,5.25,2,1
african,ADJ,4.82,-4.715249595912527,4.92,2,1
arms,NOUN,4.82,-5.855853817803138,14.38,1,0
benefit,NOUN,4.82,-5.562988890693222,4.84,2,1
budget,NOUN,4.82,-5.824720356610899,0.0,1,0
click,NOUN,4.82,-5.167778697657191,14.95,1,0
estate,NOUN,4.82,-4.8144095993924525,5.78,1,0
failed,VERB,4.82,-6.621298957456175,19.04,1,3
faith,NOUN,4.82,-8.40605440218227,19.35,1,3
fashion,NOUN,4.82,-4.708743410913092,0.0,1,0
feature,NOUN,4.82,-7.312120991647,9.82,0,3
fund,NOUN,4.82,-4.4034014572215785,26.5,1,0
generation,NOUN,4.82,-4.962742675457474,0.0,1,0
hearing,NOUN,4.82,-5.082607778796487,0.0,0,0
hill,NOUN,4.82,-6.150427453814787,58.77,0,4
jack,NOUN,4.82,-6.302636355895939,20.3,1,3
larger,ADJ,4.82,-6.222851986078085,5.39,0,3
louis,NOUN,4.82,-7.357313350400926,4.46,1,3
metal,NOUN,4.82,-4.895896888626098,4.83,1,0
mid,NOUN,4.82,-5.404131318325818,39.28000000000001,1,0
paris,NOUN,4.82,-5.077243154840919,0.0,1,0
profile,NOUN,4.82,-6.158024572020587,0.0,0,3
pull,NOUN,4.82,-8.240091898508643,35.480000000000004,0,3
push,NOUN,4.82,-8.750892256669964,20.06,0,3
returned,VERB,4.82,-5.223191341357638,9.79,1,0
rose,VERB,4.82,-6.221290375186114,63.48,1,4
seat,NOUN,4.82,-6.176229085553077,114.67000000000002,1,4
seemed,VERB,4.82,-6.623637049481315,10.32,1,3
sexual,ADJ,4.82,-5.428817928212972,0.0,1,0
target,NOUN,4.82,-5.498511286796666,0.0,2,1
understanding,VERB,4.82,-4.681506022605301,0.0,0,0
village,NOUN,4.82,-5.7026830792129,0.0,1,0
agent,NOUN,4.81,-4.607410694052823,4.55,2,1
animal,NOUN,4.81,-4.717700789846831,4.84,2,1
apply,VERB,4.81,-5.941060447937348,9.48,1,0
authority,NOUN,4.81,-5.347669388530012,4.63,2,1
basis,NOUN,4.81,-5.275746026656801,0.0,2,1
becoming,VERB,4.81,-4.922577714567404,0.0,0,0
draw,NOUN,4.81,-6.76655958231536,13.73,0,3
dude,NOUN,4.81,-7.249035053316045,26.09,1,3
employees,NOUN,4.81,-6.190520546893132,4.5,2,1
enter,NOUN,4.81,-4.842053953205909,14.86,0,0
ex,NOUN,4.81,-5.290111130000938,10.6,1,0
follows,VERB,4.81,-6.609712068980706,10.19,1,3
foundation,NOUN,4.81,-4.981172127495615,0.0,1,0
gain,NOUN,4.81,-6.647277408021237,59.16,0,4
individuals,NOUN,4.81,-5.1400170227835895,5.0,4,1
japanese,ADJ,4.81,-5.101550645322586,0.0,2,1
leaders,NOUN,4.81,-5.509376726695373,9.6,1,0
memory,NOUN,4.81,-6.44004803441056,4.5,0,3
prime,NOUN,4.81,-5.960931462352266,24.050000000000004,0,3
projects,NOUN,4.81,-5.385765929998833,5.22,1,0
ring,NOUN,4.81,-4.421233267926286,40.11,0,0
rise,NOUN,4.81,-6.070044658230839,64.07000000000001,1,4
selling,VERB,4.81,-4.963963085497845,9.69,0,0
served,VERB,4.81,-6.986787663870331,13.98,1,3
silver,NOUN,4.81,-5.78834412739924,0.0,0,0
soul,NOUN,4.81,-6.788355772740803,63.16000000000001,0,4
spread,NOUN,4.81,-5.589354393905897,0.0,2,1
supply,NOUN,4.81,-5.644414171088925,9.29,1,0
waste,NOUN,4.81,-5.011554716635652,35.32,1,0
weird,NOUN,4.81,-5.885192846705091,0.0,1,0
adult,NOUN,4.8,-4.969533178813485,4.59,2,1
apparently,ADV,4.8,-4.81412364457876,0.0,3,1
artist,NOUN,4.8,-4.731130313116296,4.67,2,1
chairman,NOUN,4.8,-4.806881311398709,0.0,1,0
edition,NOUN,4.8,-4.611791055653636,0.0,2,1
engineering,NOUN,4.8,-4.773041058677252,0.0,1,0
grade,NOUN,4.8,-5.93713167691498,20.04,1,0
happening,VERB,4.8,-5.403302397153643,0.0,1,0
healthy,ADJ,4.8,-6.873866060715845,5.44,0,3
institute,NOUN,4.8,-4.719151083939529,0.0,3,1
method,NOUN,4.8,-6.33975757480292,4.68,2,1
mike,NOUN,4.8,-7.153323391860048,25.9,1,3
monday,NOUN,4.8,-4.524386829585629,5.64,0,0
nations,NOUN,4.8,-4.728738800877927,4.88,2,1
